accuracy,auc,loss,val_accuracy,val_auc,val_loss
0.6028388142585754,0.8027250170707703,0.4144485592842102,0.6770642399787903,0.8727800250053406,0.3517591059207916
0.6866533756256104,0.8605872392654419,0.3502837121486664,0.7137614488601685,0.8908640742301941,0.3151196241378784
0.699120283126831,0.875638484954834,0.33128300309181213,0.7452599406242371,0.9013024568557739,0.3126290440559387
0.7069458961486816,0.8837947845458984,0.3187929391860962,0.6929663419723511,0.9016772508621216,0.30998533964157104
0.719898521900177,0.8940945863723755,0.30706503987312317,0.6834862232208252,0.9072352647781372,0.3247465193271637
